Tipo,Descripcion,Habitaciones,Baños,Área,Barrio,UPZ,Valor
Casa,Casa en venta en Kennedy,14,7,360,Kennedy,Kennedy Central,$ 1.290.000.000
Apartamento,Apartamento en venta en Cedritos,3,2,77,Cedritos,Usaquén,$ 320.000.000
Apartamento,Apartamento en venta en San Patricio,1,2,60,San Patricio,USAQUÉN: Country Club + Santa Bárbara,$ 445.000.000
Apartamento,Apartamento en venta en Usaquén,3,2,91,Usaquén,Usaquén,$ 340.000.000
Apartamento,Apartamento en venta en Santa Barbara,3,3,114,Santa Barbara,USAQUÉN: Country Club + Santa Bárbara,$ 510.000.000
Casa,Casa en venta en Usaquén,7,3,240,Usaquén,Usaquén,$ 465.000.000
Apartamento,Apartamento en venta en Villa Alsacia,2,1,42,Villa Alsacia,KENNEDY: Castilla + Bavaria,$ 220.000.000
Apartamento,Apartamento en venta en Hayuelos,3,2,69,Hayuelos,Modelia,$ 337.000.000
Apartamento,Apartamento en venta en Kennedy,2,2,54,Kennedy,Kennedy Central,$ 260.000.000
Apartamento,Apartamento en venta en Tintala,3,3,98,Tintala,Tintala,$ 445.000.000
Apartamento,Apartamento en venta en Tintala,3,2,74,Tintala,Tintala,$ 290.000.000
Apartamento,Apartamento en venta en Nueva Zelandia,2,2,56,Nueva Zelandia,SUBA: La Academia + Guaymaral + San José de Bavaria,$ 342.514.000
Apartamento,Apartamento en venta en Santa Paula,2,3,89,Santa Paula,USAQUÉN: Country Club + Santa Bárbara,$ 625.000.000
Apartamento,Apartamento en venta en Zona Noroccidental,3,2,90,Zona Noroccidental,CHAPINERO: Pardo Rubio + Chapinero,$ 490.000.000
Apartamento,Apartamento en venta en Usaquén,3,2,71,Usaquén,Usaquén,$ 350.000.000
Apartamento,Apartamento en venta en Cedritos,3,2,90,Cedritos,Usaquén,$ 444.150.000
Apartamento,Apartamento en venta en Villemar,3,2,78,Villemar,Fontibón,$ 360.000.000
Apartamento,Apartamento en venta en Santa Fe,1,2,54,Santa Fe,SANTA FE: Las Nieves + Sagrado Corazón,$ 370.000.000
Apartamento,Apartamento en venta en Kennedy,3,2,52,Kennedy,Kennedy Central,$ 150.000.000
Apartamento,Apartamento en venta en Tintala,2,2,54,Tintala,Tintala,$ 232.500.000
Apartamento,Apartamento en venta en Kennedy,3,2,64,Kennedy,Kennedy Central,$ 271.000.000
Apartamento,Apartamento en venta en Santa Fe,1,2,60,Santa Fe,SANTA FE: Las Nieves + Sagrado Corazón,$ 450.000.000
Apartamento,Apartamento en venta en Tintala,3,2,55,Tintala,Tintala,$ 163.500.000
Apartamento,Apartamento en venta en Kennedy,4,2,88,Kennedy,Kennedy Central,$ 390.000.000
Casa,Casa en venta en Zona Noroccidental,3,2,89,Zona Noroccidental,CHAPINERO: Pardo Rubio + Chapinero,$ 300.000.000
Apartamento,Apartamento en venta en Mazuren,3,3,85,Mazuren,El Prado,$ 406.000.000
Apartamento,Apartamento en venta en Bella Suiza,1,2,61,Bella Suiza,USAQUÉN: Country Club + Santa Bárbara,$ 465.000.000
Apartamento,Apartamento en venta en El Contador,2,2,62,El Contador,Los Cedros,$ 390.000.000
Apartamento,Apartamento en venta en Antonio Nariño,2,1,37,Antonio Nariño,Restrepo,$ 175.000.000
Apartamento,Apartamento en venta en El Batán,2,2,91,El Batán,La Alhambra,$ 445.000.000
Apartamento,Apartamento en venta en Usaquén,2,2,60,Usaquén,Usaquén,$ 422.000.000
Apartamento,Apartamento en venta en Zona Noroccidental,3,4,112,Zona Noroccidental,CHAPINERO: Pardo Rubio + Chapinero,$ 690.000.000
Apartamento,Apartamento en venta en El Batán,2,2,91,El Batán,La Alhambra,$ 445.000.000
Apartamento,Apartamento en venta en Usaquén,1,2,42,Usaquén,Usaquén,$ 357.000.000
Apartamento,Apartamento en venta en Bella Suiza,1,2,61,Bella Suiza,USAQUÉN: Country Club + Santa Bárbara,$ 465.000.000
Apartamento,Apartamento en venta en Tintala,3,2,59,Tintala,Tintala,$ 164.000.000
Casa,Casa en venta en Zona Noroccidental,3,2,89,Zona Noroccidental,CHAPINERO: Pardo Rubio + Chapinero,$ 300.000.000
Apartamento,Apartamento en venta en Mazuren,3,3,85,Mazuren,El Prado,$ 406.000.000
Apartamento,Apartamento en venta en Usaquén,4,4,261,Usaquén,Usaquén,$ 1.700.000.000
Apartamento,Apartamento en venta en Usaquén,2,3,109,Usaquén,Usaquén,$ 570.000.000
Casa,Casa en venta en La Uribe,3,3,110,La Uribe,Usaquén,$ 460.000.000
Apartamento,Apartamento en venta en Usaquén,3,3,157,Usaquén,Usaquén,$ 960.000.000
Apartamento,Apartamento en venta en Santa Barbara,2,2,81,Santa Barbara,USAQUÉN: Country Club + Santa Bárbara,$ 510.000.000
Apartamento,Apartamento en venta en Usaquén,1,2,69,Usaquén,Usaquén,$ 520.000.000
Apartamento,Apartamento en venta en Zona Noroccidental,2,1,36,Zona Noroccidental,CHAPINERO: Pardo Rubio + Chapinero,$ 142.000.000
Apartamento,Apartamento en venta en Santa Fe,3,2,172,Santa Fe,SANTA FE: Las Nieves + Sagrado Corazón,$ 750.000.000
Apartamento,Apartamento en venta en Rafael Uribe Uribe,2,1,50,Rafael Uribe Uribe,Los Alcázares,$ 160.000.000
Casa,Casa en venta en La Uribe,3,3,110,La Uribe,Usaquén,$ 445.000.000
Apartamento,Apartamento en venta en Usaquén,2,2,74,Usaquén,Usaquén,$ 570.000.000
Apartamento,Apartamento de 70 m2,3,2,70,Engativa,Engativá,$ 319.981.523
Apartamento,Apartamento en venta en Santa Barbara,3,3,114,Santa Barbara,USAQUÉN: Country Club + Santa Bárbara,$ 510.000.000
Apartamento,Apartamento en venta en El Contador,1,2,58,El Contador,Los Cedros,$ 380.000.000
Apartamento,Apartamento en venta en Bosa,3,1,47,Bosa,Bosa Central,$ 134.000.000
Apartamento,Apartamento en venta en Kennedy,1,1,29,Kennedy,Kennedy Central,$ 120.000.000
Apartamento,Apartamento en venta en Usaquén,3,2,93,Usaquén,Usaquén,$ 460.000.000
Casa,Casa en venta en La Uribe,3,3,131,La Uribe,Usaquén,$ 560.000.000
Apartamento,Apartamento en venta en Cedritos,2,2,59,Cedritos,Usaquén,$ 351.000.000
Apartamento,Apartamento en venta en Kennedy,2,3,198,Kennedy,Kennedy Central,$ 1.390.000.000
Apartamento,Apartamento en venta en Usaquén,2,2,60,Usaquén,Usaquén,$ 422.000.000
Apartamento,Apartamento en venta en Fontibón,3,2,78,Fontibón,Fontibón,$ 260.000.000
Apartamento,Apartamento en venta en Chico Norte,2,2,95,Chico Norte,CHAPINERO: Chicó Lago + El Refugio,$ 980.000.000
Apartamento,Apartamento en venta en Kennedy,2,1,42,Kennedy,Kennedy Central,$ 116.100.000
Apartamento,Apartamento en venta en Chico Norte,2,2,95,Chico Norte,CHAPINERO: Chicó Lago + El Refugio,$ 980.000.000
Apartamento,Apartamento en venta en Kennedy,3,2,54,Kennedy,Kennedy Central,$ 237.000.000
Apartamento,Apartamento en venta en Kennedy,3,2,67,Kennedy,Kennedy Central,$ 320.000.000
Apartamento,Apartamento en venta en Cedritos,4,4,132,Cedritos,Usaquén,$ 530.000.000
Apartamento,Apartamento en venta en Cedritos,3,3,108,Cedritos,Usaquén,$ 503.000.000
Apartamento,Apartamento en venta en Bosa,2,1,42,Bosa,Bosa Central,$ 117.000.000
Apartamento,Apartamento en venta en Chico Reservado,3,3,166,Chico Reservado,CHAPINERO: Chicó Lago + El Refugio,$ 1.300.000.000
Apartamento,Apartamento en venta en Chico Reservado,1,2,49,Chico Reservado,CHAPINERO: Chicó Lago + El Refugio,$ 477.000.000
Apartamento,Apartamento en venta en Cedritos,4,4,100,Cedritos,Usaquén,$ 450.000.000
Apartamento,Apartamento en venta en Cedritos,2,2,81,Cedritos,Usaquén,$ 515.000.000
Apartamento,Apartamento en venta en Cedritos,3,3,146,Cedritos,Usaquén,$ 730.000.000
Apartamento,Apartamento en venta en Cedritos,2,3,93,Cedritos,Usaquén,$ 600.000.000
Apartamento,Apartamento en venta en Santa Barbara,4,2,97,Santa Barbara,USAQUÉN: Country Club + Santa Bárbara,$ 480.000.000
Apartamento,Apartamento en venta en Ciudad Salitre,3,2,92,Ciudad Salitre,Ciudad Salitre Oriental,$ 560.000.000
Apartamento,Apartamento en venta en Cedritos,1,2,48,Cedritos,Usaquén,$ 308.000.000
Apartamento,Apartamento en venta en Cedritos,1,2,55,Cedritos,Usaquén,$ 365.000.000
Casa,Casa en venta en Las Villas,5,4,278,Las Villas,Niza,$ 1.200.000.000
Apartamento,Apartamento en venta en Los Rosales,1,1,51,Los Rosales,CHAPINERO: Chicó Lago + El Refugio,$ 371.000.000
Casa,Casa en venta en Zona Noroccidental,4,3,148,Zona Noroccidental,CHAPINERO: Pardo Rubio + Chapinero,$ 850.000.000
Apartamento,Apartamento en venta en Bella Suiza,1,2,61,Bella Suiza,USAQUÉN: Country Club + Santa Bárbara,$ 428.000.000
Apartamento,Apartamento en venta en Bella Suiza,1,2,61,Bella Suiza,USAQUÉN: Country Club + Santa Bárbara,$ 421.000.000
Apartamento,Apartamento en venta en Bella Suiza,3,3,127,Bella Suiza,USAQUÉN: Country Club + Santa Bárbara,$ 650.000.000
Apartamento,Apartamento en venta en Kennedy,3,2,68,Kennedy,Kennedy Central,$ 295.000.000
Apartamento,Apartamento en venta en Tintala,3,1,47,Tintala,Tintala,$ 144.000.000
Apartamento,Apartamento en venta en Cedritos,3,2,70,Cedritos,Usaquén,$ 280.000.000
Apartamento,Apartamento en venta en Tintala,3,2,54,Tintala,Tintala,$ 162.000.000
Apartamento,Apartamento en venta en Cedritos,3,3,86,Cedritos,Usaquén,$ 620.000.000
Apartamento,Apartamento en venta en Santa Barbara,3,3,118,Santa Barbara,USAQUÉN: Country Club + Santa Bárbara,$ 1.200.000.000
Apartamento,Apartamento en venta en Mazuren,3,2,88,Mazuren,El Prado,$ 360.000.000
Local,Local en venta en Chapinero,2,2,74,Chapinero,CHAPINERO: Pardo Rubio + Chapinero,$ 350.000.000
Apartamento,Apartamento en venta en Bella Suiza,3,3,127,Bella Suiza,USAQUÉN: Country Club + Santa Bárbara,$ 650.000.000
Apartamento,Apartamento en venta en Ciudad Salitre,3,2,92,Ciudad Salitre,Ciudad Salitre Oriental,$ 560.000.000
Apartamento,Apartamento en venta en Kennedy,3,2,68,Kennedy,Kennedy Central,$ 295.000.000
Apartamento,Apartamento en venta en Engativa,3,2,75,Engativa,Engativá,$ 413.500.000
Apartamento,Apartamento en venta en La Calleja,3,4,248,La Calleja,USAQUÉN: Country Club + Santa Bárbara,$ 1.200.000.000
Apartamento,Apartamento en venta en Cedritos,2,1,53,Cedritos,Usaquén,$ 370.000.000
Apartamento,Apartamento en venta en Ciudad Salitre,3,2,90,Ciudad Salitre,Ciudad Salitre Oriental,$ 600.000.000
Apartamento,Apartamento en venta en Fontibón,3,2,83,Fontibón,Fontibón,$ 390.000.000
Apartamento,Apartamento en venta en El Batán,2,2,75,El Batán,La Alhambra,$ 447.500.000
Apartamento,Apartamento en venta en Bosa,2,1,56,Bosa,Bosa Central,$ 132.000.000
Apartamento,Apartamento en venta en Chapinero Central,3,2,59,Chapinero Central,Localidad Chapinero resto,$ 180.000.000
Apartamento,Apartamento en venta en El Batán,1,1,43,El Batán,La Alhambra,$ 285.000.000
Apartamento,Apartamento en venta en La Uribe,3,2,97,La Uribe,Usaquén,$ 620.000.000
Apartamento,Apartamento en venta en Usaquén,2,2,69,Usaquén,Usaquén,$ 400.000.000
Apartamento,Apartamento en venta en La Calleja,3,4,174,La Calleja,USAQUÉN: Country Club + Santa Bárbara,$ 1.380.000.000
Apartamento,"Apartamento 54,11M",1,2,54,Zona Noroccidental,CHAPINERO: Pardo Rubio + Chapinero,$ 335.238.800
Apartamento,Apartamento en venta en Santa Barbara,2,3,92,Santa Barbara,USAQUÉN: Country Club + Santa Bárbara,$ 820.000.000
Apartamento,Apartamento en venta en Los Rosales,1,1,46,Los Rosales,CHAPINERO: Chicó Lago + El Refugio,$ 545.000.000
Apartamento,Apartamento en venta en Fontibón,3,2,48,Fontibón,Fontibón,$ 217.000.000
Apartamento,Apartamento en venta en Engativa,3,3,95,Engativa,Engativá,$ 495.000.000
Casa,Casa en venta en Engativa,3,2,66,Engativa,Engativá,$ 330.000.000
Apartamento,Apartamento en venta en El Chicó,3,3,116,El Chicó,CHAPINERO: Chicó Lago + El Refugio,$ 570.000.000
Apartamento,Apartamento en venta en Engativa,2,2,60,Engativa,Engativá,$ 280.000.000
Apartamento,Apartamento en venta en Chapinero,4,5,300,Chapinero,CHAPINERO: Pardo Rubio + Chapinero,$ 2.000.000.000
Casa,Casa en venta en Hayuelos,3,2,80,Hayuelos,Modelia,$ 390.000.000
Apartamento,Apartamento en venta en Zona Noroccidental,3,2,58,Zona Noroccidental,CHAPINERO: Pardo Rubio + Chapinero,$ 311.000.000
Bodega,Bodega en venta en Puente Aranda,3,2,68,Puente Aranda,PUENTE ARANDA: Zona Industrial + Puente Aranda,$ 164.000.000
Apartamento,Apartamento en venta en Santa Barbara,3,3,114,Santa Barbara,USAQUÉN: Country Club + Santa Bárbara,$ 510.000.000
Apartamento,Apartamento en venta en Cedritos,2,2,70,Cedritos,Usaquén,$ 319.000.000
Apartamento,Apartamento en venta en Santa Barbara,3,3,114,Santa Barbara,USAQUÉN: Country Club + Santa Bárbara,$ 510.000.000
Apartamento,Apartamento en venta en Teusaquillo,1,2,50,Teusaquillo,Teusaquillo,$ 303.960.000
Apartamento,Apartamento en venta en Zona Noroccidental,2,2,60,Zona Noroccidental,CHAPINERO: Pardo Rubio + Chapinero,$ 387.000.000
Apartamento,Apartamento en venta en Zona Noroccidental,2,3,75,Zona Noroccidental,CHAPINERO: Pardo Rubio + Chapinero,$ 390.000.000
Apartamento,Apartamento en venta en Kennedy,3,2,65,Kennedy,Kennedy Central,$ 315.000.000
Apartamento,Apartamento en venta en Los Mártires,3,2,59,Los Mártires,La Sabana,$ 245.000.000
Apartamento,Apartamento en venta en Bosa,2,1,42,Bosa,Bosa Central,$ 136.000.000
Apartamento,Apartamento en venta en Tintala,3,2,45,Tintala,Tintala,$ 151.000.000
Apartamento,Apartamento en venta en Bogotá D.C,3,1,47,Bogotá D.C,Ciudad Salitre Occidental,$ 129.500.000
Apartamento,Apartamento en venta en Kennedy,2,1,38,Kennedy,Kennedy Central,$ 150.000.000
Apartamento,Apartamento en venta en Mazuren,3,3,109,Mazuren,El Prado,$ 360.000.000
Apartamento,Apartamento en venta en Bosa,3,1,45,Bosa,Bosa Central,$ 141.000.000
Apartamento,Apartamento en venta en Cedritos,2,2,53,Cedritos,Usaquén,$ 371.000.000
Apartamento,Apartamento en venta en Fontibón,3,2,60,Fontibón,Fontibón,$ 272.000.000
Apartamento,Apartamento en venta en Bosa,2,1,43,Bosa,Bosa Central,$ 113.000.000
Apartamento,Apartamento en venta en Castilla,3,2,54,Castilla,KENNEDY: Castilla + Bavaria,$ 237.000.000
Apartamento,Apartamento en venta en Antonio Nariño,2,1,48,Antonio Nariño,Restrepo,$ 122.000.000
Apartamento,Apartamento en venta en Tintala,3,2,59,Tintala,Tintala,$ 243.000.000
Apartamento,Apartamento en venta en Santa Fe,1,2,50,Santa Fe,SANTA FE: Las Nieves + Sagrado Corazón,$ 420.000.000
Apartamento,Apartamento en venta en Bosa,3,1,43,Bosa,Bosa Central,$ 125.000.000
Apartamento,Apartamento en venta en Kennedy,3,1,47,Kennedy,Kennedy Central,$ 134.000.000
Apartamento,Apartamento en venta en Kennedy,3,1,51,Kennedy,Kennedy Central,$ 177.000.000
Apartamento,Apartamento en venta en Teusaquillo,3,2,46,Teusaquillo,Teusaquillo,$ 116.000.000
Casa,Casa en venta en Teusaquillo,4,4,340,Teusaquillo,Teusaquillo,$ 930.000.000
Apartamento,Apartamento en venta en Tintala,4,2,88,Tintala,Tintala,$ 390.000.000
Apartamento,Apartamento en venta en Marly,2,3,95,Marly,CHAPINERO: Pardo Rubio + Chapinero,$ 490.000.000
Apartamento,Apartamento en venta en Santa Barbara,2,2,58,Santa Barbara,USAQUÉN: Country Club + Santa Bárbara,$ 449.964.000
Apartamento,Apartamento en venta en Santa Barbara,3,2,110,Santa Barbara,USAQUÉN: Country Club + Santa Bárbara,$ 650.000.000
Apartamento,Apartamento en venta en Chapinero,2,2,80,Chapinero,CHAPINERO: Pardo Rubio + Chapinero,$ 420.000.000
Casa,Casa en venta en Normandia,5,4,142,Normandia,ENGATIVÁ: Santa Cecilia + Jardín  Botánico,$ 600.000.000
Casa,Casa en venta en El Batán,3,3,150,El Batán,La Alhambra,$ 800.000.000
Apartamento,Apartamento en venta en Kennedy,3,1,47,Kennedy,Kennedy Central,$ 134.000.000
Apartamento,Apartamento en venta en Usaquén,2,2,57,Usaquén,Usaquén,$ 298.000.000
Apartamento,Apartamento en venta en Cedritos,3,2,71,Cedritos,Usaquén,$ 315.000.000
Apartamento,Apartamento en venta en Tintala,3,2,54,Tintala,Tintala,$ 162.000.000
Casa,Casa en venta en Nicolas De Federman,12,3,420,Nicolas De Federman,Teusaquillo,$ 2.570.000.000
Apartamento,Apartamento en venta en Santa Barbara,1,2,66,Santa Barbara,USAQUÉN: Country Club + Santa Bárbara,$ 375.000.000
Apartamento,Apartamento en venta en El Batán,2,2,67,El Batán,La Alhambra,$ 400.000.000
Apartamento,Apartamento en venta en Cedritos,2,2,63,Cedritos,Usaquén,$ 330.000.000
Apartamento,Apartamento en venta en Chapinero,2,2,75,Chapinero,CHAPINERO: Pardo Rubio + Chapinero,$ 447.500.000
Apartamento,Apartamento en venta en Zona Noroccidental,3,1,60,Zona Noroccidental,CHAPINERO: Pardo Rubio + Chapinero,$ 167.500.000
Apartamento,Apartamento en venta en Puente Aranda,3,2,50,Puente Aranda,PUENTE ARANDA: Zona Industrial + Puente Aranda,$ 125.000.000
Apartamento,Apartamento en venta en Hayuelos,3,2,76,Hayuelos,Modelia,$ 400.000.000
Apartamento,Apartamento en venta en Teusaquillo,1,2,53,Teusaquillo,Teusaquillo,$ 310.000.000
Apartamento,Apartamento en venta en Zona Noroccidental,3,2,70,Zona Noroccidental,CHAPINERO: Pardo Rubio + Chapinero,$ 287.000.000
Apartamento,Apartamento en venta en Cedritos,3,3,122,Cedritos,Usaquén,$ 516.000.000
Casa,Casa en venta en Usaquén,3,2,114,Usaquén,Usaquén,$ 416.000.000
Apartamento,Apartamento en venta en Zona Noroccidental,2,1,44,Zona Noroccidental,CHAPINERO: Pardo Rubio + Chapinero,$ 144.000.000
Apartamento,Apartamento en venta en Teusaquillo,1,1,29,Teusaquillo,Teusaquillo,$ 192.000.000
Apartamento,Apartamento en venta en El Plan,3,2,66,El Plan,El Rincón,$ 290.000.000
Apartamento,Apartamento en venta en Bosa,2,1,45,Bosa,Bosa Central,$ 121.500.000
Apartamento,Apartamento en venta en Engativa,3,2,75,Engativa,Engativá,$ 413.500.000
Apartamento,Apartamento en venta en Teusaquillo,3,2,100,Teusaquillo,Teusaquillo,$ 570.000.000
Apartamento,Apartamento en venta en San Cristobal,2,1,60,San Cristobal,Sosiego,$ 110.000.000
Apartamento,Apartamento en venta en Nicolas De Federman,2,2,68,Nicolas De Federman,Teusaquillo,$ 508.000.000
Apartamento,Apartamento en venta en Bogotá D.C,3,1,47,Bogotá D.C,Ciudad Salitre Occidental,$ 124.000.000
Apartamento,Apartamento en venta en Castilla,2,1,45,Castilla,KENNEDY: Castilla + Bavaria,$ 185.000.000
Apartamento,Apartamento en venta en Engativa,2,2,71,Engativa,Engativá,$ 290.000.000
Apartamento,Apartamento en venta en Cedritos,3,3,116,Cedritos,Usaquén,$ 495.000.000
Apartamento,Apartamento en venta en Santa Barbara,3,3,138,Santa Barbara,USAQUÉN: Country Club + Santa Bárbara,$ 750.000.000
Apartamento,Apartamento en venta en Marly,2,2,52,Marly,CHAPINERO: Pardo Rubio + Chapinero,$ 327.000.000
Apartamento,Apartamento en venta en Usaquén,2,2,67,Usaquén,Usaquén,$ 390.000.000
Apartamento,Apartamento en venta en Cedritos,3,2,63,Cedritos,Usaquén,$ 290.000.000
Casa,Casa en venta en Boyaca ,3,3,106,Boyaca ,Boyacá Real,$ 310.000.000
Apartamento,Apartamento en venta en Zona Noroccidental,3,2,74,Zona Noroccidental,CHAPINERO: Pardo Rubio + Chapinero,$ 278.000.000
Apartamento,Apartamento en venta en Usaquén,3,3,74,Usaquén,Usaquén,$ 330.000.000
Apartamento,Apartamento en venta en Teusaquillo,4,3,90,Teusaquillo,Teusaquillo,$ 490.000.000
Apartamento,Apartamento en venta en Engativa,3,2,54,Engativa,Engativá,$ 249.000.000
Casa,Casa en venta en Kennedy,4,1,63,Kennedy,Kennedy Central,$ 180.000.000
Apartamento,Apartamento en venta en Santa Fe,1,2,54,Santa Fe,SANTA FE: Las Nieves + Sagrado Corazón,$ 370.000.000
Apartamento,Apartamento en venta en Bosa,3,1,53,Bosa,Bosa Central,$ 134.000.000
Casa,Casa en venta en Timiza,7,3,210,Timiza,Timiza,$ 450.000.000
Apartamento,Apartamento en venta en Chapinero,1,1,49,Chapinero,CHAPINERO: Pardo Rubio + Chapinero,$ 340.000.000
Apartamento,Apartamento en venta en Bosa,3,2,49,Bosa,Bosa Central,$ 144.000.000
Apartamento,Apartamento en venta en Kennedy,2,1,52,Kennedy,Kennedy Central,$ 120.000.000
Apartamento,Apartamento en venta en Kennedy,2,2,43,Kennedy,Kennedy Central,$ 131.000.000
Apartamento,Apartamento en venta en Kennedy,3,1,47,Kennedy,Kennedy Central,$ 138.000.000
Apartamento,Apartamento en venta en Kennedy,3,2,87,Kennedy,Kennedy Central,$ 357.000.000
Apartamento,Apartamento en venta en Kennedy,3,2,77,Kennedy,Kennedy Central,$ 316.000.000
Apartamento,Apartamento en venta en Kennedy,3,1,57,Kennedy,Kennedy Central,$ 162.000.000
Apartamento,Apartamento en venta en Kennedy,3,2,52,Kennedy,Kennedy Central,$ 155.000.000
Apartamento,Apartamento en venta en Teusaquillo,2,1,51,Teusaquillo,Teusaquillo,$ 290.000.000
Apartamento,Apartamento en venta en Ciudad Salitre,1,1,70,Ciudad Salitre,Ciudad Salitre Oriental,$ 474.000.000
Apartamento,Apartamento en venta en Kennedy,3,2,68,Kennedy,Kennedy Central,$ 295.000.000
Apartamento,Apartamento en venta en Bosa,3,1,48,Bosa,Bosa Central,$ 127.000.000
Apartamento,Apartamento en venta en Kennedy,3,2,77,Kennedy,Kennedy Central,$ 390.000.000
Apartamento,Apartamento en venta en Bogotá D.C,3,1,47,Bogotá D.C,Ciudad Salitre Occidental,$ 262.000.000
Apartamento,Apartamento en venta en Bogotá D.C,2,1,43,Bogotá D.C,Ciudad Salitre Occidental,$ 117.000.000
Apartamento,Apartamento en venta en Gran America,2,3,190,Gran America,Quinta Paredes,$ 1.200.000.000
